개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세업무구분명,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3040000,304000004720220005,2022-08-05,,영업/정상,,,,,0,,05010,플레이독스,I,000,2026-01-13 18:09:03,"서울특별시 광진구 능동로 ***, 지하*층 (화양동)",,정상,0000,01,024975789,206374.220854801    ,449238.603801436    ,서울특별시 광진구 화양동 **-** 지하*층 ,2022-08-05 09:24:56
3040000,304000004720220004,2022-03-02,,영업/정상,,,,,0,,05073,우주로캣,I,000,2026-01-13 18:09:03,"서울특별시 광진구 아차산로 ***, 아차산로 *층 (자양동)",,정상,0000,01,0222053123,206109.987109224    ,448630.832988973    ,서울특별시 광진구 자양동 *-* *층 ,2024-12-23 14:03:45
3040000,304000004720210013,2021-12-10,,영업/정상,,,,,0,,05018,집사의 하루 건대점,I,000,2026-01-13 18:09:03,"서울특별시 광진구 아차산로**길 **, *층 (화양동, 화양동근생)",,정상,0000,01,,205993.83264866     ,448828.43265301     ,서울특별시 광진구 화양동 *-** 화양동근생 ,2022-04-28 18:11:05
3040000,304000004720180059,2018-09-14,,영업/정상,,,,,0,,05021,카페히릿,I,000,2026-01-13 18:09:03,"서울특별시 광진구 광나루로 ***, *층 (화양동)",,정상,0000,01,07088704442,206508.851523954    ,449413.728670008    ,서울특별시 광진구 화양동 ***-** ,2022-12-08 17:34:00
3050000,305000004720190016,2019-10-25,,영업/정상,,,,,0,,02637,견우,I,000,2026-01-13 18:11:33,"서울특별시 동대문구 장한로 ***, *층 (장안동)",,정상,0000,01,,206255.326876991    ,452142.790091635    ,서울특별시 동대문구 장안동 ***-* ,2022-04-28 18:10:51
3050000,305000004720180063,2018-11-12,,폐업,2020-01-01,,,,0,,02432,도도한 사랑,I,000,2026-01-13 18:11:33,서울특별시 동대문구 외대역동로 **-* (휘경동),,폐업,0002,03,029631676,205657.071206262    ,454519.340081307    ,서울특별시 동대문구 휘경동 ***-** ,2022-04-28 18:10:50
3050000,305000004720240001,2024-08-14,,영업/정상,,,,,0,,02453,개귀여워,I,000,2026-01-13 18:11:33,"서울특별시 동대문구 경희대로 *, *층 (회기동)",,정상,0000,01,,204576.94200714     ,454391.545875285    ,서울특별시 동대문구 회기동 **-** *층 ,2024-08-14 15:55:37
3060000,306000004720180070,2018-10-08,,폐업,2020-02-27,,,,0,,02007,펫피,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 중랑역로 ***-*, *층 (묵동)",,폐업,0002,03,,206618.898401536    ,456531.726268462    ,서울특별시 중랑구 묵동 ***-** ,2022-04-28 18:11:07
3060000,306000004720180057,2018-09-17,,폐업,2023-04-14,,,,0,,02117,주식회사 알에이엠씨로얄지점,I,L00,2026-01-13 18:18:33,"서울특별시 중랑구 망우로 ***, 로얄스포츠센터 (중화동)",,폐업,0002,03,62150955,206997.270586637    ,454794.043242834    ,서울특별시 중랑구 중화동 *** 로얄스포츠센터 ,2023-04-14 09:36:45
3060000,306000004720190017,2019-08-02,,폐업,2020-02-28,,,,0,,02192,멍냥캐슬,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 용마산로 ***, gs**시 *층 (면목동)",,폐업,0002,03,,208430.677480744    ,453944.188797295    ,서울특별시 중랑구 면목동 **-* gs**시 ,2022-04-28 18:11:07
3060000,306000004720220014,2022-04-18,,폐업,2023-03-29,,,,0,,02069,멍스테이,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 신내로 **, *층 (신내동)",,폐업,0002,03,0222082296,208382.408445754    ,455786.130233204    ,서울특별시 중랑구 신내동 ***-* ,2023-03-29 17:30:40
3060000,306000004720230001,2023-08-07,,폐업,2024-05-20,,,,0,,02013,패밀리독,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 동일로***길 **, 적순빌딩 *-*층 (묵동)",,폐업,0002,03,,206751.143086862    ,455895.938640456    ,서울특별시 중랑구 묵동 ***-** 적순빌딩 ,2024-05-20 14:35:15
3060000,306000004720220016,2022-08-05,,폐업,2023-03-29,,,,0,,02047,눈이부시개,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 동일로***길 **, *층 (중화동)",,폐업,0002,03,024957942,206993.031979321    ,455790.278886248    ,서울특별시 중랑구 중화동 ***-** ,2023-03-29 15:55:55
3060000,306000004720250001,2025-04-08,,영업/정상,,,,,0,,02017,고양이 카페 여기,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 동일로 ***, *층 (중화동)",,정상,0000,01,,206906.987423398    ,455572.822339958    ,서울특별시 중랑구 중화동 ***-** ,2025-04-08 11:16:00
3060000,306000004720240001,2024-02-21,,영업/정상,,,,,0,,02165,다시사랑받개,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 용마산로 ***, 언신회관 *층 (망우동)",,정상,0000,01,,208766.66188129     ,455118.157244334    ,서울특별시 중랑구 망우동 ***-* 언신회관 ,2024-02-21 14:22:56
3060000,306000004720220015,2022-08-03,,영업/정상,,,,,0,,02249,내친구고양이,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 면목로 ***, *층 (면목동)",,정상,0000,01,,207681.724592204    ,453019.542623898    ,서울특별시 중랑구 면목동 ***-* ,2022-08-03 13:43:26
3070000,307000004720190002,2019-02-12,,폐업,2020-03-30,,,,0,,02724,고(Go)독(Dog),I,000,2026-01-13 18:14:33,"서울특별시 성북구 삼양로 **, *층 (길음동)",,폐업,0002,03,029422141,201943.271198685    ,456313.303151189    ,서울특별시 성북구 길음동 **** ,2022-04-28 18:10:56
3070000,307000004720210007,2021-04-30,,폐업,2023-05-08,,,,0,,02849,강아지카페 카페개네,I,000,2026-01-13 18:14:33,"서울특별시 성북구 보문로**길 **, 지층 (동선동*가)",,폐업,0002,03,,201670.336163073    ,454321.698139157    ,서울특별시 성북구 동선동*가 ***-* ,2023-05-08 10:18:39
3080000,308000004720240002,2024-08-19,,영업/정상,,,,,0,,01220,커피타는 고양이,I,000,2026-01-13 18:07:33,"서울특별시 강북구 도봉로 **-*, **층 (미아동)",,정상,0000,01,,202651.533350789    ,456660.462023001    ,서울특별시 강북구 미아동 **-** ,2024-08-19 15:50:47
3080000,308000004720220001,2022-09-23,,폐업,2024-08-13,,,,0,,01220,커피타는 고양이,I,000,2026-01-13 18:07:33,"서울특별시 강북구 도봉로 **-*, **층 (미아동)",,폐업,0002,03,,202651.533350789    ,456660.462023001    ,서울특별시 강북구 미아동 **-** ,2024-08-13 14:24:29
3080000,308000004720180013,2018-06-07,,폐업,2020-06-04,,,,0,,01043,꽃보다 개,I,000,2026-01-13 18:07:33,"서울특별시 강북구 한천로 ****, *층 (수유동)",,폐업,0002,03,,201781.373358123    ,460166.629217976    ,서울특별시 강북구 수유동 ***-** ,2022-04-28 18:10:41
3080000,308000004720240001,2024-06-14,,영업/정상,,,,,0,,01033,쥬니버스,I,000,2026-01-13 18:07:33,"서울특별시 강북구 삼양로 ***, 지하*층 (수유동)",,정상,0000,01,,201335.413440197    ,460106.308158244    ,서울특별시 강북구 수유동 ***-** ,2024-06-14 17:10:21
3080000,308000004720210009,2021-08-31,,영업/정상,,,,,0,,01072,꿈냥꿈냥,I,000,2026-01-13 18:07:33,"서울특별시 강북구 한천로***길 **, *층 ***호 (수유동, 영남빌딩)",,정상,0000,01,,202128.41823526     ,459616.005143063    ,서울특별시 강북구 수유동 ***-** 영남빌딩 ,2023-09-18 18:09:05
3100000,310000004720210010,2021-06-16,,영업/정상,,,,,0,,01693,멍플레이,I,000,2026-01-13 18:10:33,"서울특별시 노원구 상계로 **-*, *층 (상계동)",,정상,0000,01,029331456,205491.468086044    ,461586.771679332    ,서울특별시 노원구 상계동 *** *층 ,2023-07-26 15:22:36
3100000,310000004720240001,2024-02-26,,영업/정상,,,,,0,,01695,집사의하루 노원점,I,000,2026-01-13 18:10:33,"서울특별시 노원구 상계로 **, 화랑빌딩 *층 ***호 (상계동)",,정상,0000,01,,205430.356783465    ,461479.613299751    ,서울특별시 노원구 상계동 *** 화랑빌딩 ,2024-02-26 16:59:01
3100000,310000004720250001,2025-01-23,,영업/정상,,,,,0,,01844,꽁냥꽁냥,I,000,2026-01-13 18:10:33,"서울특별시 노원구 동일로 ****, *층 (공릉동)",,정상,0000,01,,206428.338725971    ,458029.172729264    ,서울특별시 노원구 공릉동 ***-** ,2025-01-23 13:24:22
3100000,310000004720250002,2025-08-18,,영업/정상,,,,,0,,01779,웰리스 스퀘어,I,000,2026-01-13 18:10:33,"서울특별시 노원구 섬밭로 ***, 건영옴니백화점 *층 (중계동)",,정상,0000,01,029784775,205645.891969072    ,459609.012509743    ,서울특별시 노원구 중계동 ***-* 건영옴니백화점 ,2025-10-20 11:23:12
3100000,310000004720180019,2018-07-02,,폐업,2024-02-23,,,,0,,01693,애견카페 개그멍,I,000,2026-01-13 18:10:33,"서울특별시 노원구 상계로*길 *, 대유빌딩 ***호 (상계동)",,폐업,0002,03,029315275,205382.051974464    ,461558.83264704     ,서울특별시 노원구 상계동 ***-** 대유빌딩 ,2024-02-23 16:12:24
3110000,311000004720200014,2020-06-29,,폐업,2021-10-18,,,,0,,03466,낭만고양이,I,000,2026-03-26 22:33:06,"서울특별시 은평구 응암로**길 **-*, *층 (응암동)",,폐업,0002,03,0260144777,192819.69760967     ,454611.174732564    ,서울특별시 은평구 응암동 ***-** ,2022-04-28 18:11:06
3110000,311000004720180082,2018-12-28,,폐업,2021-05-31,,,,0,,03406,도그아지트,I,000,2026-03-26 22:33:06,서울특별시 은평구 연서로 **-* (역촌동),,폐업,0002,03,,192514.242136605    ,455667.824020723    ,서울특별시 은평구 역촌동 **-** ,2022-04-28 18:11:05
3110000,311000004720180076,2018-11-26,,폐업,2023-07-31,,,,0,,03331,도그원,I,L00,2026-03-26 22:33:06,"서울특별시 은평구 연서로**길 **, *층 (갈현동)",,폐업,0002,03,,192654.167300609    ,457455.656745945    ,서울특별시 은평구 갈현동 ***-* *층 ,2023-07-31 15:53:48
3110000,311000004720180052,2018-10-08,,폐업,2021-01-21,,,,0,,03331,커피 볶는 고양이,I,000,2026-03-26 22:33:06,서울특별시 은평구 연서로**길 ** (갈현동),,폐업,0002,03,,192661.034387179    ,457449.976857799    ,서울특별시 은평구 갈현동 ***-** ,2022-04-28 18:11:04
3110000,311000004720180051,2018-10-08,,폐업,2021-01-21,,,,0,,03330,커피볶는 너구리,I,000,2026-03-26 22:33:06,"서울특별시 은평구 연서로**길 **-**, *층 (갈현동)",,폐업,0002,03,,192770.358540615    ,457483.301786443    ,서울특별시 은평구 갈현동 ***-* *층 ,2022-04-28 18:11:04
3110000,311000004720250001,2025-06-13,,영업/정상,,,,,0,,03382,놀면 묘하냥 은평점,I,000,2026-03-26 22:33:06,"서울특별시 은평구 통일로 ***-*, B**호 (녹번동, 삼우에이스빌)",,정상,0000,01,,194139.334560602    ,455568.028045939    ,서울특별시 은평구 녹번동 **-** 삼우에이스빌 B**호,2025-06-13 09:01:17
3110000,311000004720190016,2019-11-20,,영업/정상,,,,,0,,03344,메르시몽프레 포메분양&애견카페,I,000,2026-03-26 22:33:06,"서울특별시 은평구 통일로 ***, M타워 지층 (불광동)",,정상,0000,01,,192907.128010724    ,457599.061362597    ,서울특별시 은평구 불광동 ***-*** ,2023-04-21 16:29:24
3120000,312000004720180052,2018-10-16,,영업/정상,,,,,0,,03788,고양이다락방,I,000,2026-01-13 18:13:02,"서울특별시 서대문구 연세로 **-*, *층 (창천동)",,정상,0000,01,023383123,194336.024517245    ,450635.773759635    ,서울특별시 서대문구 창천동 **-** ,2022-09-19 16:40:39
3120000,312000004720190009,2019-05-02,,폐업,2025-06-02,,,,0,,03642,카페 곳,I,000,2026-01-13 18:13:02,"서울특별시 서대문구 홍제내*나길 *, 삼정교회 *층 (홍제동)",,폐업,0002,03,07044069090,194314.672429518    ,453616.473728428    ,서울특별시 서대문구 홍제동 ***-* ,2025-07-01 11:09:24
3120000,312000004720210019,2021-11-29,,영업/정상,,,,,0,,03789,디캣,I,000,2026-01-13 18:13:02,"서울특별시 서대문구 연세로*나길 **, *층 (창천동)",,정상,0000,01,,194248.667786908    ,450533.799377794    ,서울특별시 서대문구 창천동 **-** ,2022-04-28 18:10:58
3120000,312000004720180008,2018-07-02,,폐업,2019-05-20,,,,0,,03662,개랑 살려고 카페차린 언니,I,000,2026-01-13 18:13:02,"서울특별시 서대문구 거북골로 **-*, *층 (홍은동)",,폐업,0002,03,0231522999,193322.393628373    ,453103.908722331    ,서울특별시 서대문구 홍은동 ***-** ,2022-04-28 18:10:53
3120000,312000004720180050,2018-10-08,,폐업,2021-12-01,,,,0,,03788,퍼피독,I,L00,2026-01-13 18:13:02,"서울특별시 서대문구 연세로*길 **-*, 지층 (창천동)",,폐업,0002,03,023250853,194195.784032664    ,450719.412048737    ,서울특별시 서대문구 창천동 **-*** ,2022-04-28 18:10:55
3130000,313000004720190033,2019-11-19,,폐업,2020-08-28,,,,0,,04041,땡쓰어라이크애견카페,I,000,2026-04-01 22:05:40,"서울특별시 마포구 와우산로**길 **, *층 (서교동)",,폐업,0002,03,,193098.749972269    ,449999.40068353     ,서울특별시 마포구 서교동 ***-* ,2022-04-28 18:10:54
3130000,313000004720200005,2020-02-26,,폐업,2020-10-21,,,,0,,04045,바우하우스,I,000,2026-04-01 22:05:40,"서울특별시 마포구 양화로 **, 서교제일빌딩 ***호 (서교동)",,폐업,0002,03,023345152,192488.985144597    ,449787.214169203    ,서울특별시 마포구 서교동 ***-** 서교제일빌딩 ,2022-04-28 18:10:55
3130000,313000004720200018,2020-08-14,,폐업,2021-12-29,,,,0,,04049,큐어 클리닉,I,000,2026-04-01 22:05:40,서울특별시 마포구 와우산로**길 ** (서교동),,폐업,0002,03,,192965.995866863    ,449641.768954818    ,서울특별시 마포구 서교동 ***-** ,2022-04-28 18:10:55
3130000,313000004720210008,2021-04-02,,폐업,2021-05-07,,,,0,,04040,댕댕 파크,I,000,2026-04-01 22:05:40,"서울특별시 마포구 홍익로 **, *층 (서교동)",,폐업,0002,03,,193124.783645349    ,450167.961063457    ,서울특별시 마포구 서교동 ***-*** ,2022-04-28 18:10:55
3130000,313000004720240003,2024-08-27,,영업/정상,,,,,0,,03994,집사의하루 연남점,I,000,2026-04-01 22:05:40,"서울특별시 마포구 양화로**길 **-**, *층 (동교동)",,정상,0000,01,07075857982,193278.423430179    ,450749.537808553    ,서울특별시 마포구 동교동 ***-** ,2024-08-27 13:07:09
3130000,313000004720190022,2019-03-25,,폐업,2024-06-05,,,,0,,03994,연남동고양이,I,000,2026-04-01 22:05:40,"서울특별시 마포구 양화로**길 **, *층 (동교동)",,폐업,0002,03,023366430,193300.267488434    ,450741.026583457    ,서울특별시 마포구 동교동 ***-* *층 ,2024-06-05 16:33:49
3130000,313000004720180048,2018-11-12,,폐업,2020-06-19,,,,0,,03970,낭만 고양이,I,000,2026-04-01 22:05:40,"서울특별시 마포구 월드컵로 ***, *층 (성산동)",,폐업,0002,03,,191736.025809745    ,450811.371237704    ,서울특별시 마포구 성산동 ***-** ,2022-04-28 18:10:53
3130000,313000004720180045,2018-10-23,,폐업,2020-09-18,,,,0,,04049,맹쿤,I,000,2026-04-01 22:05:40,"서울특별시 마포구 잔다리로 *-*, *층 (서교동)",,폐업,0002,03,07076125888,193065.601057859    ,449807.09367357     ,서울특별시 마포구 서교동 ***-** ,2022-04-28 18:10:53
3130000,313000004720180004,2018-04-06,,폐업,2021-11-22,,,,0,,04059,테이블에이,I,000,2026-04-01 22:05:40,"서울특별시 마포구 와우산로 ***, 그레이스빌딩 *층 ***호 (창전동)",,폐업,0002,03,023245542,193702.294012297    ,450200.996146407    ,서울특별시 마포구 창전동 * 그레이스빌딩 ,2022-04-28 18:10:51
3130000,313000004720180037,2018-09-28,,폐업,2022-05-18,,,,0,,04040,카페 펫크루,I,000,2026-04-01 22:05:40,"서울특별시 마포구 홍익로 *-*, *층 (서교동)",,폐업,0002,03,023321367,193191.314876357    ,450071.689170913    ,서울특별시 마포구 서교동 ***-** ,2022-05-18 19:21:41
3130000,313000004720180044,2018-10-23,,폐업,2020-09-18,,,,0,,04040,맹쿤,I,000,2026-04-01 22:05:40,"서울특별시 마포구 홍익로 **, *층 (서교동)",,폐업,0002,03,07076125888,193105.278315876    ,450176.004056141    ,서울특별시 마포구 서교동 ***-* ,2022-04-28 18:10:53
3130000,313000004720180019,2018-07-03,,폐업,2018-12-13,,,,0,,04061,짧냥이네,I,000,2026-04-01 22:05:40,"서울특별시 마포구 와우산로**길 *-*, *층 (서교동)",,폐업,0002,03,,193802.266211023    ,450293.230574227    ,서울특별시 마포구 서교동 ***-** ,2022-04-28 18:10:52
3130000,313000004720180016,2018-07-03,,영업/정상,,,,,0,,04054,구름뜬하늘,I,000,2026-04-01 22:05:40,"서울특별시 마포구 와우산로**길 **, *층 (서교동)",,정상,0000,01,,193485.583726007    ,450209.831856985    ,서울특별시 마포구 서교동 ***-* ,2022-04-28 18:10:52
3130000,313000004720180046,2018-11-02,,영업/정상,,,,,0,,04051,써니네,I,000,2026-04-01 22:05:40,"서울특별시 마포구 양화로**안길 **, *층 (동교동)",,정상,0000,01,023343712,193347.077735912    ,450496.620863439    ,서울특별시 마포구 동교동 ***-** ,2022-04-28 18:10:53
3130000,313000004720190026,2019-06-13,,영업/정상,,,,,0,,04012,고양이당,I,000,2026-04-01 22:05:40,"서울특별시 마포구 월드컵로**길 **, 지하 *층 (망원동)",,정상,0000,01,,191816.552833296    ,450528.057621359    ,서울특별시 마포구 망원동 **-*** ,2022-07-12 16:29:27
3130000,313000004720200010,2020-03-27,,영업/정상,,,,,0,,04041,집사의 하루 홍대점,I,000,2026-04-01 22:05:40,"서울특별시 마포구 와우산로**길 **-**, *층 (서교동)",,정상,0000,01,027927984,193120.172838884    ,449957.963546308    ,서울특별시 마포구 서교동 ***-** *층 ,2025-11-24 17:32:35
3130000,313000004720210011,2021-04-28,,영업/정상,,,,,0,,04049,겨울이 머무는 집,I,L00,2026-04-01 22:05:40,"서울특별시 마포구 와우산로**길 **-*, B*, *, *층 (서교동)",,정상,0000,01,,193023.421217343    ,449746.129188101    ,서울특별시 마포구 서교동 ***-** ,2023-05-17 08:46:56
3130000,313000004720210014,2021-07-09,,폐업,2026-03-09,,,,0,,04059,(주)테이블에이,I,000,2026-04-01 22:05:40,"서울특별시 마포구 와우산로 ***, 그레이스빌딩 *층,*층 (창전동)",,폐업,0002,03,023245542,193702.294012297    ,450200.996146407    ,서울특별시 마포구 창전동 * 그레이스빌딩 ,2026-03-18 14:23:17
3130000,313000004720210015,2021-09-01,,영업/정상,,,,,0,,04040,청춘 고양이 카페,I,000,2026-04-01 22:05:40,"서울특별시 마포구 와우산로**길 **-*, *층 (서교동)",,정상,0000,01,023365779,193137.838493757    ,450054.092468304    ,서울특별시 마포구 서교동 ***-** ,2022-08-01 13:47:12
3130000,313000004720220001,2022-10-28,,영업/정상,,,,,0,,04049,The(더)귀여워,I,000,2026-04-01 22:05:40,"서울특별시 마포구 어울마당로 **-*, 라꼼마빌딩 *층 (서교동)",,정상,0000,01,,192948.75126595     ,449633.552030935    ,서울특별시 마포구 서교동 ***-** 라꼼마빌딩 ,2022-10-28 15:49:04
3130000,313000004720230001,2023-01-02,,영업/정상,,,,,0,,04040,마오카페(MAO CAFE),I,000,2026-04-01 22:05:40,"서울특별시 마포구 와우산로**길 **-**, *층 (서교동)",,정상,0000,01,023362242,193047.374351272    ,450066.672805096    ,서울특별시 마포구 서교동 ***-** ,2023-01-02 09:38:04
3130000,313000004720230002,2023-01-27,,영업/정상,,,,,0,,04050,고양이 다락방,I,000,2026-04-01 22:05:40,"서울특별시 마포구 홍익로*길 **, *층 (동교동)",,정상,0000,01,,193115.093128181    ,450360.624339264    ,서울특별시 마포구 동교동 ***-** ,2023-01-27 09:44:26
3130000,313000004720230003,2023-11-13,,영업/정상,,,,,0,,04059,주식회사 테이블에이 고양이카페,I,000,2026-04-01 22:05:40,"서울특별시 마포구 와우산로 ***, *층, *층 (창전동)",,정상,0000,01,,193687.92297398     ,450189.65147238     ,서울특별시 마포구 창전동 *-** ,2024-10-02 14:13:00
3130000,313000004720230004,2023-12-19,,영업/정상,,,,,0,,04050,(주)히든스페이스 루프캣미 고양이카페 홍대점,I,L00,2026-04-01 22:05:40,"서울특별시 마포구 양화로 ***, H-CUBE 지하*층 (동교동)",,정상,0000,01,07046074210,193049.598042997    ,450327.75589742     ,서울특별시 마포구 동교동 ***-** ,2024-04-22 11:05:40
